ensembl_gene_id	chrom	start	end	strand	mgi_symbol
ENSMUSG00000025997	1	69531214	69687245	-1	Ikzf2
ENSMUSG00000100815	1	69595036	69598522	-1	Gm29112
ENSMUSG00000099954	1	69660187	69662061	-1	Gm28112
ENSMUSG00000103402	1	69770868	69772753	1	Gm37930
ENSMUSG00000053153	1	69826970	70725132	1	Spag16
ENSMUSG00000089345	1	69921473	69921747	-1	Gm22665
ENSMUSG00000080524	1	69955004	69955129	-1	Gm23879
ENSMUSG00000101730	1	70067968	70068055	-1	Gm28580
ENSMUSG00000103052	1	70310512	70312911	-1	Gm38272
ENSMUSG00000104287	1	70571435	70577271	-1	Gm37456
ENSMUSG00000075952	1	70596815	70596921	1	Gm23422
ENSMUSG00000045648	1	70725715	70885397	1	Vwc2l
ENSMUSG00000026196	1	71027498	71103146	-1	Bard1
ENSMUSG00000089965	1	71039652	71040030	-1	Gm16236
ENSMUSG00000101551	1	71155246	71156020	-1	Gm8870
ENSMUSG00000050296	1	71242276	71414910	-1	Abca12
ENSMUSG00000101617	1	71493737	71493814	-1	Gm6947
ENSMUSG00000026192	1	71557150	71579631	1	Atic
ENSMUSG00000026193	1	71585520	71653200	-1	Fn1
ENSMUSG00000073652	1	71652837	71662843	1	Apol7d
ENSMUSG00000101834	1	71709705	71710055	-1	Gm5829
ENSMUSG00000100319	1	71714048	71714924	-1	Gm5256
ENSMUSG00000102689	1	71843090	71846610	-1	Gm37217
ENSMUSG00000099707	1	71888112	71891204	1	Gm8883
ENSMUSG00000101211	1	71894068	71917125	-1	Gm28818
ENSMUSG00000101848	1	71958998	72005195	-1	4933417E11Rik
ENSMUSG00000101764	1	71983681	72038731	-1	4930556G22Rik
ENSMUSG00000059483	1	72004288	72004767	1	Gm5528
ENSMUSG00000101496	1	72087857	72088454	1	Gm8885
ENSMUSG00000102123	1	72107155	72122001	-1	Gm4319
ENSMUSG00000039395	1	72159442	72212307	-1	Mreg
ENSMUSG00000094655	1	72226240	72226430	1	Gm25360
ENSMUSG00000097131	1	72236465	72274869	1	D230017M19Rik
ENSMUSG00000094050	1	72236946	72237136	1	Gm23472
ENSMUSG00000093956	1	72244213	72244403	1	Gm24497
ENSMUSG00000093843	1	72255008	72255198	1	Gm25939
ENSMUSG00000026189	1	72259167	72284314	-1	Pecr
ENSMUSG00000026188	1	72284369	72303104	1	Tmem169
ENSMUSG00000026187	1	72307421	72394952	1	Xrcc5
ENSMUSG00000039372	1	72427112	72536930	-1	March4
ENSMUSG00000085812	1	72459499	72460027	1	Gm15843
ENSMUSG00000039354	1	72583251	72633134	1	Smarcal1
ENSMUSG00000039342	1	72642980	72700564	-1	Ankar
ENSMUSG00000046330	1	72711260	72713809	1	Rpl37a
ENSMUSG00000039323	1	72824503	72852474	1	Igfbp2
ENSMUSG00000026185	1	72857932	72874884	-1	Igfbp5
ENSMUSG00000101968	1	72984844	73025507	1	1700027A15Rik
ENSMUSG00000026182	1	73015074	73015909	-1	Tnp1
ENSMUSG00000102266	1	73206890	73209423	-1	Gm38106
ENSMUSG00000101112	1	73269064	73306360	1	Gm29185
ENSMUSG00000100697	1	73311717	73312050	-1	Gm29184
ENSMUSG00000099877	1	73390775	73407569	-1	Pinc
ENSMUSG00000098697	1	73392246	73392399	1	Gm27315
ENSMUSG00000101812	1	73398968	73430790	1	D530049I02Rik
ENSMUSG00000100044	1	73512046	73513041	1	Gm9553
ENSMUSG00000100444	1	73522095	73529790	-1	C530043A13Rik
ENSMUSG00000100429	1	73528937	73536349	1	Gm29186
ENSMUSG00000100301	1	73618088	73864466	-1	6030407O03Rik
ENSMUSG00000101344	1	73750321	73841917	-1	Gm29183
ENSMUSG00000088666	1	73763710	73763835	1	Gm25329
ENSMUSG00000098504	1	73855477	73855575	-1	Mir6351
ENSMUSG00000055322	1	73910231	74124449	-1	Tns1
ENSMUSG00000061815	1	74125541	74148223	1	Rufy4
ENSMUSG00000026180	1	74153989	74161246	1	Cxcr2
ENSMUSG00000048480	1	74191785	74194631	-1	Cxcr1
ENSMUSG00000087820	1	74206554	74206620	-1	Mir1928
ENSMUSG00000094768	1	74212813	74212919	1	Gm25524
ENSMUSG00000006304	1	74236084	74268209	1	Arpc2
ENSMUSG00000064272	1	74278550	74279624	1	Gpbar1
ENSMUSG00000006299	1	74279840	74284738	-1	Aamp
ENSMUSG00000101503	1	74281161	74281866	1	Gm28364
ENSMUSG00000026179	1	74284930	74353694	1	Pnkd
ENSMUSG00000103013	1	74287542	74287860	-1	Gm37503
ENSMUSG00000006301	1	74288247	74305622	-1	Tmbim1
ENSMUSG00000099931	1	74295603	74298867	1	Gm29358
ENSMUSG00000103403	1	74307848	74310713	1	Gm37931
ENSMUSG00000073650	1	74362108	74369321	1	Catip
ENSMUSG00000026177	1	74375195	74386062	1	Slc11a1
ENSMUSG00000026176	1	74391509	74397285	1	Ctdsp1
ENSMUSG00000065468	1	74394310	74394394	1	Mir26b
ENSMUSG00000026175	1	74409376	74435559	1	Vil1
ENSMUSG00000033364	1	74435511	74544284	-1	Usp37
ENSMUSG00000103227	1	74500340	74503301	-1	Gm37733
ENSMUSG00000026174	1	74506058	74530842	1	Rqcd1
ENSMUSG00000026173	1	74542888	74567794	1	Plcd4
ENSMUSG00000026135	1	74565127	74588246	-1	Zfp142
ENSMUSG00000093155	1	74586896	74586972	-1	Gm25035
ENSMUSG00000026172	1	74588289	74592443	1	Bcs1l
ENSMUSG00000026171	1	74593748	74601397	-1	Rnf25
ENSMUSG00000033276	1	74601445	74636894	1	Stk36
ENSMUSG00000033257	1	74661745	74703730	1	Ttll4
ENSMUSG00000026170	1	74713574	74737892	1	Cyp27a1
ENSMUSG00000006542	1	74738922	74749221	-1	Prkag3
ENSMUSG00000098351	1	74764798	74764890	1	Gm27507
ENSMUSG00000033227	1	74771892	74785322	1	Wnt6
ENSMUSG00000099472	1	74774943	74777405	-1	Gm29539
ENSMUSG00000026167	1	74791516	74804179	1	Wnt10a
ENSMUSG00000089964	1	74850895	74879953	1	Gm16582
ENSMUSG00000090071	1	74854934	74857732	1	Cdk5r2
ENSMUSG00000055197	1	74881509	74885419	-1	Fev
ENSMUSG00000006546	1	74889934	74893143	-1	Cryba2
ENSMUSG00000065616	1	74900658	74900721	-1	Mir375
ENSMUSG00000047021	1	74902071	74935599	-1	Ccdc108
ENSMUSG00000089653	1	74902371	74907653	1	Gm15841
ENSMUSG00000006538	1	74945315	74951672	-1	Ihh
ENSMUSG00000103145	1	74954252	74955841	1	Gm37744
ENSMUSG00000026162	1	74967139	75125200	-1	Nhej1
ENSMUSG00000026205	1	75125541	75133890	-1	Slc23a3
ENSMUSG00000033159	1	75134554	75142711	-1	Cnppd1
ENSMUSG00000049339	1	75142778	75147913	1	Fam134a
ENSMUSG00000026197	1	75168646	75171629	1	Zfand2b
ENSMUSG00000026198	1	75171717	75180392	-1	Abcb6
ENSMUSG00000099519	1	75171731	75185146	-1	Gm29253
ENSMUSG00000033124	1	75180860	75192196	-1	Atg9a
ENSMUSG00000026199	1	75192151	75199387	1	Ankzf1
ENSMUSG00000026200	1	75198236	75210813	-1	Glb1l
ENSMUSG00000099204	1	75209613	75209728	-1	Gm27943
ENSMUSG00000026201	1	75210838	75215606	1	Stk16
ENSMUSG00000026202	1	75214228	75219865	-1	Tuba4a
ENSMUSG00000096094	1	75220095	75232102	-1	A630095N17Rik
ENSMUSG00000026203	1	75236406	75245692	1	Dnajb2
ENSMUSG00000026204	1	75247027	75264502	-1	Ptprn
ENSMUSG00000101840	1	75252322	75257427	1	Gm28294
ENSMUSG00000033061	1	75272199	75278415	-1	Resp18
ENSMUSG00000100556	1	75272605	75275652	1	Gm28902
ENSMUSG00000026209	1	75307896	75317990	-1	Dnpep
ENSMUSG00000026208	1	75360329	75368579	1	Des
ENSMUSG00000085653	1	75368212	75375012	-1	Gm15179
ENSMUSG00000026207	1	75375297	75432320	1	Speg
ENSMUSG00000086053	1	75392131	75396363	-1	Gm15178
ENSMUSG00000033021	1	75435930	75443179	1	Gmppa
ENSMUSG00000033007	1	75450436	75474343	1	Asic4
ENSMUSG00000102605	1	75468570	75470761	-1	Gm37264
ENSMUSG00000032997	1	75474569	75479307	-1	Chpf
ENSMUSG00000026211	1	75479310	75506452	-1	Obsl1
ENSMUSG00000051703	1	75479532	75485705	1	Tmem198
ENSMUSG00000032968	1	75507077	75510366	1	Inha
ENSMUSG00000082745	1	75514107	75514283	-1	Gm15181
ENSMUSG00000026213	1	75521529	75537335	1	Stk11ip
ENSMUSG00000082059	1	75542211	75542558	1	Gm15183
ENSMUSG00000006576	1	75546266	75562172	1	Slc4a3
ENSMUSG00000083244	1	75568083	75568574	1	Gm15180
ENSMUSG00000082528	1	75624654	75626329	1	Gm15182
ENSMUSG00000082012	1	75636390	75637179	1	Gm5257
ENSMUSG00000099996	1	76016658	76018756	-1	Gm29065
ENSMUSG00000101763	1	76110181	76110580	-1	Gm29068
ENSMUSG00000100827	1	76420692	76528422	1	Gm29069
ENSMUSG00000100553	1	76489133	76502028	1	Gm17751
ENSMUSG00000098611	1	76509560	76509643	1	Mir6343
ENSMUSG00000100534	1	76890472	77027792	-1	Gm816
ENSMUSG00000102904	1	77143227	77146992	-1	Gm38265
ENSMUSG00000089326	1	77144753	77144846	1	Gm25974
ENSMUSG00000026235	1	77367185	77515088	-1	Epha4
ENSMUSG00000099141	1	77496653	77496768	-1	Mir6352
ENSMUSG00000101849	1	77515280	77517128	1	Gm28386
ENSMUSG00000101506	1	77570672	77570963	1	Gm28385
ENSMUSG00000065215	1	77898283	77898446	-1	Gm26263
ENSMUSG00000102052	1	77942966	77972376	-1	Gm28387
ENSMUSG00000004872	1	78101267	78197134	-1	Pax3
ENSMUSG00000032908	1	78310345	78420289	1	Sgpp2
ENSMUSG00000099561	1	78325628	78340106	-1	Gm28410
ENSMUSG00000102945	1	78375614	78376431	1	Gm37884
ENSMUSG00000026245	1	78417975	78488897	-1	Farsb
ENSMUSG00000101798	1	78433352	78433612	1	Gm28995
ENSMUSG00000104018	1	78465448	78466926	-1	4833412K13Rik
ENSMUSG00000090486	1	78497026	78512158	-1	BC035947
ENSMUSG00000012187	1	78510991	78538173	1	Mogat1
ENSMUSG00000099364	1	78595031	78609508	-1	5730419F03Rik
ENSMUSG00000100562	1	78615467	78620165	1	Gm29611
ENSMUSG00000032883	1	78657825	78707743	1	Acsl3
ENSMUSG00000079470	1	78658038	78671512	1	Utp14b
ENSMUSG00000099377	1	78783136	78784859	-1	Gm6159
ENSMUSG00000099706	1	78791623	79224511	-1	Gm29536
ENSMUSG00000047330	1	78816758	78820028	1	Kcne4
ENSMUSG00000101324	1	78821258	78822652	1	Gm29187
ENSMUSG00000072978	1	78967637	78968079	-1	Gm5830
ENSMUSG00000050711	1	79434669	79440120	-1	Scg2
ENSMUSG00000099562	1	79505803	79507157	-1	Gm19027
ENSMUSG00000077782	1	79513739	79513864	-1	Gm24160
ENSMUSG00000054702	1	79606876	79671972	-1	Ap1s3
ENSMUSG00000102235	1	79619522	79621034	-1	Gm37886
ENSMUSG00000073643	1	79702262	79776143	-1	Wdfy1
ENSMUSG00000104497	1	79762717	79764507	1	Gm10555
ENSMUSG00000026248	1	79776018	79781445	1	Mrpl44
ENSMUSG00000026249	1	79794197	79861180	-1	Serpine2
ENSMUSG00000067106	1	79922536	79923426	-1	Gm5529
ENSMUSG00000100397	1	79957580	79958057	1	Gm28071
ENSMUSG00000099753	1	80098622	80098885	1	Gm28058
ENSMUSG00000096297	1	80135466	80135572	1	Gm23934
ENSMUSG00000102518	1	80146973	80148801	-1	Gm38339
ENSMUSG00000099552	1	80184719	80192073	1	9830004L10Rik
ENSMUSG00000043230	1	80198706	80218473	-1	Fam124b
ENSMUSG00000101257	1	80225044	80228792	1	2310015K22Rik
ENSMUSG00000103404	1	80255031	80256197	-1	Gm37932
ENSMUSG00000004364	1	80264923	80340480	-1	Cul3
ENSMUSG00000103076	1	80274731	80276413	-1	Gm37902
ENSMUSG00000103525	1	80326177	80327994	-1	Gm37262
ENSMUSG00000101722	1	80382822	80386251	1	Gm29125
ENSMUSG00000090637	1	80383104	80385185	-1	Gm6189
ENSMUSG00000101483	1	80445932	80479867	1	1700016L21Rik
ENSMUSG00000038608	1	80501073	80758527	-1	Dock10
ENSMUSG00000103192	1	80666009	80669564	-1	Gm37645
ENSMUSG00000104488	1	80728809	80730664	-1	Gm38062
ENSMUSG00000102721	1	80747222	80749054	-1	A630081D01Rik
ENSMUSG00000099949	1	80897654	80898105	-1	Gm29124
ENSMUSG00000099918	1	80949426	80949897	1	Gm28066
ENSMUSG00000054976	1	81076950	81341764	1	Nyap2
ENSMUSG00000104029	1	81520338	81522341	-1	Gm37210
ENSMUSG00000101986	1	81554157	81557483	-1	Gm6198
ENSMUSG00000087008	1	81741985	81742969	-1	Gm5530
ENSMUSG00000100561	1	81797241	81797946	1	Gm7516
ENSMUSG00000103571	1	82105180	82106983	1	Gm37114
ENSMUSG00000098797	1	82131916	82132019	1	Mir6344
ENSMUSG00000055980	1	82233101	82291416	-1	Irs1
ENSMUSG00000022591	1	82233112	82235933	1	Gm9747
ENSMUSG00000026142	1	82316452	82445366	1	Rhbdd1
ENSMUSG00000104493	1	82352217	82355049	1	Gm19552
ENSMUSG00000100786	1	82392493	82402746	-1	Gm28940
ENSMUSG00000096779	1	82396697	82396817	-1	Gm22112
ENSMUSG00000067158	1	82448423	82586849	-1	Col4a4
ENSMUSG00000079465	1	82586921	82722059	1	Col4a3
ENSMUSG00000065055	1	82635013	82635110	1	n-R5s213
ENSMUSG00000097564	1	82691928	82725169	-1	C430014B12Rik
ENSMUSG00000026150	1	82724890	82752394	1	Mff
ENSMUSG00000101450	1	82739691	82740707	1	Gm28941
ENSMUSG00000026149	1	82756649	82768461	-1	Tm4sf20
ENSMUSG00000099771	1	82777028	82777210	-1	Gm19257
ENSMUSG00000102280	1	82806423	82807468	-1	Gm36999
ENSMUSG00000100170	1	82819835	82820377	1	Gm28942
ENSMUSG00000100744	1	82822471	82822861	-1	Gm17764
ENSMUSG00000093782	1	82839446	82839498	1	Gm22396
ENSMUSG00000026159	1	82839483	82901182	1	Agfg1
ENSMUSG00000101784	1	83003482	83004907	-1	Gm7553
ENSMUSG00000038496	1	83012523	83038448	-1	Slc19a3
ENSMUSG00000100432	1	83015393	83016022	1	Gm7539
ENSMUSG00000100190	1	83041524	83042480	-1	Krtap28-10
ENSMUSG00000104423	1	83058286	83059378	-1	A030005K14Rik
ENSMUSG00000101315	1	83060930	83061921	1	Krtap28-13
ENSMUSG00000099691	1	83067102	83067473	1	Gm29518
ENSMUSG00000026166	1	83116766	83119167	1	Ccl20
ENSMUSG00000101173	1	83157984	83159017	1	Gm29519
ENSMUSG00000053161	1	83159752	83210574	1	Daw1
ENSMUSG00000101896	1	83212044	83212884	-1	Gm6244
ENSMUSG00000084443	1	83216671	83216791	-1	n-R5s214
ENSMUSG00000026163	1	83254139	83408200	-1	Sphkap
ENSMUSG00000079140	1	83314513	83315300	1	Gm6374
ENSMUSG00000104374	1	83331298	83332586	-1	Gm37517
ENSMUSG00000104219	1	83426596	83427398	-1	Gm37989
ENSMUSG00000100580	1	83659550	83911644	-1	4933436I20Rik
ENSMUSG00000094946	1	83795912	83796032	1	Gm25754
ENSMUSG00000077736	1	83921918	83922041	1	Gm24555
ENSMUSG00000045658	1	84036296	84364180	-1	Pid1
ENSMUSG00000102750	1	84132867	84134510	-1	Gm37058
ENSMUSG00000101934	1	84168188	84168733	1	Gm18304
ENSMUSG00000098851	1	84218849	84218961	-1	Mir6353
ENSMUSG00000036766	1	84369839	84696221	-1	Dner
ENSMUSG00000104396	1	84392503	84395399	-1	Gm37959
ENSMUSG00000102481	1	84665189	84669443	-1	Gm37925
ENSMUSG00000093254	1	84695839	84695915	1	Mir5126
ENSMUSG00000026219	1	84721189	84840516	-1	Trip12
ENSMUSG00000103505	1	84807158	84809190	-1	Gm38374
ENSMUSG00000104503	1	84819968	84824683	-1	Gm37738
ENSMUSG00000073633	1	84839841	84900487	1	Fbxo36
ENSMUSG00000026220	1	84905898	84935134	-1	Slc16a14
ENSMUSG00000096802	1	84963669	84964559	1	Gm15433
ENSMUSG00000099693	1	84990638	84993032	-1	Gm29284
ENSMUSG00000052477	1	84992690	85270566	-1	C130026I21Rik
ENSMUSG00000064281	1	85012114	85012704	1	Rpl19-ps1
ENSMUSG00000098842	1	85012367	85012446	1	Gm27907
ENSMUSG00000061852	1	85027954	85041958	-1	Gm7582
ENSMUSG00000089976	1	85061154	85062642	1	Gm2389
ENSMUSG00000101279	1	85067394	85080236	-1	Gm18342
ENSMUSG00000089844	1	85083069	85109853	-1	A530032D15Rik
ENSMUSG00000073631	1	85100164	85100535	1	Gm10553
ENSMUSG00000072109	1	85105946	85114035	1	A530040E14Rik
ENSMUSG00000090128	1	85115319	85117237	1	Gm16038
ENSMUSG00000089763	1	85156809	85157722	-1	Gm2635
ENSMUSG00000089716	1	85159764	85194260	1	Gm6264
ENSMUSG00000079457	1	85199613	85213786	1	Gm7609
ENSMUSG00000090252	1	85246851	85255465	1	Gm16028
ENSMUSG00000079455	1	85266698	85285491	1	Gm16026
ENSMUSG00000091199	1	85308659	85327306	-1	Gm2619
ENSMUSG00000089652	1	85326729	85342615	1	Gm16025
ENSMUSG00000089937	1	85332716	85342086	-1	Gm7281
ENSMUSG00000096292	1	85484252	85485142	-1	Gm2666
ENSMUSG00000101751	1	85501090	85514604	1	Gm2427
ENSMUSG00000089714	1	85511133	85527161	-1	Gm16092
ENSMUSG00000090186	1	85526690	85550577	1	Gm7592
ENSMUSG00000094127	1	85575676	85577295	1	G530012D18Rik
ENSMUSG00000070034	1	85576899	85598817	-1	Sp110
ENSMUSG00000090103	1	85599286	85599839	1	Gm16094
ENSMUSG00000070031	1	85600378	85645037	1	Sp140
ENSMUSG00000073628	1	85604085	85611896	-1	Gm10552
ENSMUSG00000090246	1	85641222	85650585	-1	Gm17017
ENSMUSG00000026222	1	85649988	85709998	1	Sp100
ENSMUSG00000064414	1	85674882	85674985	1	n-R5s215
ENSMUSG00000052760	1	85717083	85778643	-1	A630001G21Rik
ENSMUSG00000098634	1	85751948	85752074	1	Mir8096
ENSMUSG00000094834	1	85763794	85763871	1	Gm25472
ENSMUSG00000100217	1	85775271	85784694	1	9930111H07Rik
ENSMUSG00000092932	1	85784713	85784962	1	Gm22906
ENSMUSG00000036707	1	85793441	85851576	1	Cab39
ENSMUSG00000026223	1	85894281	85908675	1	Itm2c
ENSMUSG00000026224	1	85928483	85940624	1	4933407L21Rik
ENSMUSG00000099767	1	85933247	85937332	-1	Gm28884
ENSMUSG00000049608	1	85938318	85961007	-1	Gpr55
ENSMUSG00000100108	1	85972365	85986917	-1	Gm28100
ENSMUSG00000099342	1	86014403	86015886	-1	Gm18180
ENSMUSG00000026226	1	86016816	86029958	1	Spata3
ENSMUSG00000026227	1	86045863	86055456	1	2810459M11Rik
ENSMUSG00000026229	1	86064387	86139151	1	Psmd1
ENSMUSG00000077274	1	86087301	86087422	1	Gm22786
ENSMUSG00000026228	1	86099026	86111970	-1	Htr2b
ENSMUSG00000103272	1	86120883	86123561	1	Gm37914
ENSMUSG00000094638	1	86133637	86162788	1	Gm21972
ENSMUSG00000062590	1	86154780	86278284	1	Armc9
ENSMUSG00000087538	1	86275509	86301375	-1	Gm16341
ENSMUSG00000079445	1	86302832	86307305	1	B3gnt7
ENSMUSG00000099644	1	86303195	86304059	-1	Gm28626
ENSMUSG00000091806	1	86323267	86323593	1	Gm5258
ENSMUSG00000101853	1	86328039	86328873	1	Gm28627
ENSMUSG00000026234	1	86344719	86359400	-1	Ncl
ENSMUSG00000064837	1	86351169	86351301	-1	Snora75
ENSMUSG00000104627	1	86351981	86352127	-1	NA
ENSMUSG00000064696	1	86352008	86352087	-1	Gm24148
ENSMUSG00000064823	1	86356261	86356330	-1	Snord82
ENSMUSG00000073627	1	86359574	86373791	1	C130036L24Rik
ENSMUSG00000026237	1	86386242	86388162	-1	Nmur1
ENSMUSG00000036574	1	86426329	86428052	1	1700019O17Rik
ENSMUSG00000101328	1	86473659	86474006	1	Rpl30-ps6
ENSMUSG00000026238	1	86526726	86530712	1	Ptma
ENSMUSG00000026239	1	86542994	86582629	-1	Pde6d
ENSMUSG00000102927	1	86580058	86581232	1	Gm37152
ENSMUSG00000026240	1	86582904	86609375	1	Cops7b
ENSMUSG00000084468	1	86637552	86637608	-1	Gm22955
ENSMUSG00000103609	1	86638201	86640454	1	Gm37022
ENSMUSG00000026241	1	86666291	86670571	-1	Nppc
ENSMUSG00000053333	1	86703808	87050095	1	Dis3l2
ENSMUSG00000100225	1	86764944	86765365	-1	Gm29097
ENSMUSG00000100768	1	86774819	86776528	1	Gm29055
ENSMUSG00000104121	1	86801075	86804027	1	Gm37485
ENSMUSG00000102383	1	86826101	86829655	1	Gm38142
ENSMUSG00000104400	1	86834995	86837778	1	Gm38010
ENSMUSG00000102293	1	86874350	86876664	1	Gm37541
ENSMUSG00000102649	1	86893573	86895132	1	Gm38021
ENSMUSG00000084106	1	86908793	86909683	-1	Gm6136
ENSMUSG00000102571	1	86917992	86920656	1	Gm37967
ENSMUSG00000099401	1	86929387	87057596	-1	Gm28375
ENSMUSG00000102956	1	86988270	86989016	1	Gm37017
ENSMUSG00000103984	1	87036723	87039650	1	Gm37447
ENSMUSG00000101940	1	87068032	87071002	1	Akp-ps1
ENSMUSG00000101625	1	87080171	87096418	1	Gm29371
ENSMUSG00000026246	1	87086694	87089928	-1	Alppl2
ENSMUSG00000079440	1	87098002	87101606	-1	Alpi
ENSMUSG00000100940	1	87116321	87117158	-1	Gm29372
ENSMUSG00000036500	1	87124973	87127912	1	Akp3
ENSMUSG00000099839	1	87142874	87146983	-1	Gm29374
ENSMUSG00000026247	1	87147655	87156521	-1	Ecel1
ENSMUSG00000036480	1	87183313	87188405	1	Prss56
ENSMUSG00000026251	1	87190607	87200070	1	Chrnd
ENSMUSG00000026253	1	87204657	87212694	1	Chrng
ENSMUSG00000026254	1	87213914	87240488	1	Eif4e2
ENSMUSG00000088318	1	87251148	87251248	1	Gm26187
ENSMUSG00000026255	1	87264363	87310839	1	Efhd1
ENSMUSG00000089821	1	87264481	87265174	-1	Efhd1os
ENSMUSG00000048000	1	87326998	87450796	1	Gigyf2
ENSMUSG00000095281	1	87341455	87341561	-1	Gm22549
ENSMUSG00000079436	1	87386363	87394729	-1	Kcnj13
ENSMUSG00000089613	1	87415255	87415349	-1	Gm23504
ENSMUSG00000026258	1	87470271	87475482	1	3110079O15Rik
ENSMUSG00000026259	1	87476834	87573870	-1	Ngef
ENSMUSG00000079434	1	87509889	87597845	1	Neu2
ENSMUSG00000091123	1	87514175	87514297	1	Gm17181
ENSMUSG00000090994	1	87543635	87544692	-1	Gm6153
ENSMUSG00000026288	1	87620312	87720507	1	Inpp5d
ENSMUSG00000026289	1	87755870	87792428	1	Atg16l1
ENSMUSG00000087968	1	87776938	87777209	1	Gm25395
ENSMUSG00000089281	1	87784556	87784820	1	Scarna6
ENSMUSG00000056055	1	87803680	87845158	1	Sag
ENSMUSG00000070738	1	87853287	87945180	1	Dgkd
ENSMUSG00000101942	1	87853347	87854299	-1	Gm19582
ENSMUSG00000103996	1	87865073	87865916	1	4833421G17Rik
ENSMUSG00000103591	1	87897540	87900532	1	Gm38365
ENSMUSG00000005501	1	87945119	88008551	-1	Usp40
ENSMUSG00000095942	1	88015924	88016033	1	Gm25198
ENSMUSG00000084021	1	88022381	88023962	1	Gm5832
ENSMUSG00000083478	1	88025211	88026059	1	Gm15375
ENSMUSG00000090165	1	88055388	88219004	1	Ugt1a10
ENSMUSG00000092220	1	88055393	88218584	-1	Gm20528
ENSMUSG00000090175	1	88070800	88218997	1	Ugt1a9
ENSMUSG00000089675	1	88087813	88219004	1	Ugt1a8
ENSMUSG00000090124	1	88095062	88220002	1	Ugt1a7c
ENSMUSG00000082837	1	88097918	88098131	1	Gm15373
ENSMUSG00000090145	1	88103252	88219003	1	Ugt1a6b
ENSMUSG00000084195	1	88126776	88127609	1	Gm15372
ENSMUSG00000081261	1	88129581	88129833	1	Gm15370
ENSMUSG00000054545	1	88134809	88218997	1	Ugt1a6a
ENSMUSG00000081602	1	88146376	88146769	1	Gm15369
ENSMUSG00000082513	1	88151038	88151881	1	Gm15374
ENSMUSG00000082677	1	88153788	88154571	1	Gm15371
ENSMUSG00000089943	1	88166012	88218997	1	Ugt1a5
ENSMUSG00000081488	1	88186662	88187519	1	Gm15368
ENSMUSG00000083277	1	88191901	88192683	1	Gm15376
ENSMUSG00000090171	1	88200601	88218997	1	Ugt1a2
ENSMUSG00000081984	1	88204732	88205782	-1	Dnajb3
ENSMUSG00000089960	1	88211959	88218997	1	Ugt1a1
ENSMUSG00000079429	1	88226986	88262289	1	Mroh2a
ENSMUSG00000044783	1	88262471	88277633	-1	Hjurp
ENSMUSG00000036251	1	88277661	88389293	1	Trpm8
ENSMUSG00000085420	1	88347489	88352930	-1	4930453O03Rik
ENSMUSG00000026295	1	88406961	88426438	1	Spp2
ENSMUSG00000099553	1	88443969	88462608	-1	Gm29538
ENSMUSG00000100908	1	88459683	88465558	1	Gm28888
ENSMUSG00000062310	1	88499871	88510066	-1	Glrp1
ENSMUSG00000100798	1	88551517	88562167	1	Gm19589
ENSMUSG00000104057	1	88653085	88654845	1	Gm38130
ENSMUSG00000100367	1	88656308	88658100	1	Gm29336
ENSMUSG00000049866	1	88673125	88702221	-1	Arl4c
ENSMUSG00000101736	1	88722366	88722824	-1	Gm29335
ENSMUSG00000097398	1	88754890	88755736	1	Platr5
ENSMUSG00000099848	1	88868475	88875410	-1	Gm29337
ENSMUSG00000101333	1	88932319	88933573	1	Gm4753
ENSMUSG00000099378	1	89016113	89022210	1	1700067G17Rik
ENSMUSG00000099544	1	89048974	89049216	1	Gm18699
ENSMUSG00000036206	1	89070415	89155068	1	Sh3bp4
ENSMUSG00000102700	1	89097073	89098818	1	Gm38312
ENSMUSG00000102083	1	89256182	89256981	-1	Gm5259
ENSMUSG00000101288	1	89302719	89358144	-1	Gm28342
ENSMUSG00000099938	1	89360342	89406133	-1	C030007H22Rik
ENSMUSG00000055013	1	89454806	89897617	1	Agap1
ENSMUSG00000104114	1	89483438	89485821	1	Gm37297
ENSMUSG00000088371	1	89563360	89563474	1	Gm25180
ENSMUSG00000101662	1	89568765	89576602	1	Gm28499
ENSMUSG00000102009	1	89650529	89683908	-1	4933400F21Rik
ENSMUSG00000088775	1	89684802	89685112	1	Gm26037
ENSMUSG00000103252	1	89825481	89827525	1	Gm37521
ENSMUSG00000034486	1	89927956	89931179	-1	Gbx2
ENSMUSG00000092627	1	89930234	89933290	1	D130058E05Rik
ENSMUSG00000067081	1	89950220	90014666	-1	Asb18
ENSMUSG00000026301	1	90042132	90153401	-1	Iqca
ENSMUSG00000100850	1	90153628	90159462	1	4930434B07Rik
ENSMUSG00000044337	1	90203980	90216751	1	Ackr3
ENSMUSG00000104087	1	90227160	90228526	-1	Gm38277
ENSMUSG00000101951	1	90255276	90260120	-1	Gm28721
ENSMUSG00000101028	1	90280458	90283912	1	Gm28723
ENSMUSG00000098368	1	90327312	90327418	1	Gm27648
ENSMUSG00000101997	1	90453394	90454501	-1	Gm28722
ENSMUSG00000103292	1	90520496	90523297	1	Gm35048
ENSMUSG00000034432	1	90602981	90613341	1	Cops8
ENSMUSG00000056128	1	90675161	90679793	1	Gm9991
ENSMUSG00000048126	1	90765923	90843971	-1	Col6a3
ENSMUSG00000103061	1	90837275	90839133	-1	Gm36970
ENSMUSG00000103978	1	90870583	90871419	-1	4930474B08Rik
ENSMUSG00000026303	1	90915085	90951142	1	Mlph
