marker,chr,cM
1_81860784,1,38.9895543294169
1_82026654,1,39.0095543294169
1_82030836,1,39.0295543294169
1_82035019,1,39.0495543294169
1_82044355,1,39.0695543294169
1_82045860,1,39.0895543294169
1_82047075,1,39.1095543294169
1_82048165,1,39.1295543294169
1_82049256,1,39.1495543294169
1_82050347,1,39.1695543294169
1_82051438,1,39.1895543294169
1_82052529,1,39.2095543294169
1_82053620,1,39.2295543294169
1_82054710,1,39.2495543294169
1_82055801,1,39.2695543294169
1_82056892,1,39.2895543294169
1_82057983,1,39.3095543294169
1_82059074,1,39.3295543294169
1_82060165,1,39.3495543294169
1_82061256,1,39.3695543294169
1_82062346,1,39.3895543294169
1_82063437,1,39.4095543294169
1_82064528,1,39.4295543294169
1_82065619,1,39.4495543294169
1_82068437,1,39.4695543294169
1_82083875,1,39.4895543294169
1_82149571,1,39.5095543294169
1_82149630,1,39.5295543294169
1_82149689,1,39.5495543294169
1_82626536,1,39.5695543294169
1_82685816,1,39.5895543294169
1_82687501,1,39.6095543294169
1_82688488,1,39.6295543294169
1_82688772,1,39.6495543294169
1_82689057,1,39.6695543294169
1_82689342,1,39.6895543294169
1_82909068,1,39.7095543294169
1_82915089,1,39.7295543294169
1_82921109,1,39.7495543294169
1_82927179,1,39.7695543294169
1_82939445,1,39.7895543294169
1_82951712,1,39.8095543294169
1_82963978,1,39.8295543294169
1_82976244,1,39.8495543294169
1_83021911,1,39.8695543294169
1_83115731,1,39.8895543294169
1_83388936,1,39.9095543294169
1_83389420,1,39.9295543294169
1_83389905,1,39.9495543294169
1_83610902,1,39.9695543294169
1_83626983,1,39.9895543294169
1_83628219,1,40.0095543294169
1_83629456,1,40.0295543294169
1_83630692,1,40.0495543294169
1_83631929,1,40.0695543294169
1_83633165,1,40.0895543294169
1_83634401,1,40.1095543294169
1_83635638,1,40.1295543294169
1_83636874,1,40.1495543294169
1_83638111,1,40.1695543294169
1_83639347,1,40.1895543294169
1_83640541,1,40.2095543294169
1_83640567,1,40.2295543294169
1_83640592,1,40.2495543294169
1_83640618,1,40.2695543294169
1_83690350,1,40.2895543294169
1_83692355,1,40.3095543294169
1_83694359,1,40.3295543294169
1_83753679,1,40.3495543294169
1_83827518,1,40.3695543294169
1_83901356,1,40.3895543294169
1_83975195,1,40.4095543294169
1_84049034,1,40.4295543294169
1_84122872,1,40.4495543294169
1_84196711,1,40.4695543294169
1_84404656,1,40.4895543294169
1_84410387,1,40.5095543294169
1_84416119,1,40.5295543294169
1_84552513,1,40.5495543294169
1_84669277,1,40.5695543294169
1_84675374,1,40.5895543294169
1_84681470,1,40.6095543294169
1_84687566,1,40.6295543294169
1_84696533,1,40.6495543294169
1_84718609,1,40.6695543294169
1_84785013,1,40.6895543294169
1_84842274,1,40.7095543294169
1_84899534,1,40.7295543294169
1_84966435,1,40.7495543294169
1_85079416,1,40.7695543294169
1_85192397,1,40.7895543294169
1_85305378,1,40.8095543294169
1_85418359,1,40.8295543294169
1_85506059,1,40.8495543294169
1_85532036,1,40.8695543294169
1_85558013,1,40.8895543294169
1_85583991,1,40.9095543294169
1_85609968,1,40.9295543294169
1_85635945,1,40.9495543294169
1_85661923,1,40.9695543294169
1_85988854,1,40.9795543294169
1_86315785,1,40.9895543294169
1_86642528,1,41.0095543294169
1_86645116,1,41.0295543294169
1_86647704,1,41.0495543294169
1_86650293,1,41.0695543294169
1_86652881,1,41.0895543294169
1_86655469,1,41.1095543294169
1_86658058,1,41.1295543294169
1_86661783,1,41.1495543294169
1_86666342,1,41.1695543294169
1_86985597,1,41.1895543294169
1_87279295,1,41.2095543294169
1_87282926,1,41.2295543294169
1_87286380,1,41.2495543294169
1_87289834,1,41.2695543294169
1_87293288,1,41.2895543294169
1_87296743,1,41.3095543294169
1_87301794,1,41.3295543294169
1_87349853,1,41.3495543294169
1_87397912,1,41.3695543294169
1_87443040,1,41.3895543294169
1_87460767,1,41.4095543294169
1_87471309,1,41.4295543294169
1_87475866,1,41.4495543294169
1_87480422,1,41.4695543294169
1_87484978,1,41.4895543294169
1_87495973,1,41.5095543294169
1_87547094,1,41.5295543294169
1_87547914,1,41.5495543294169
1_87548735,1,41.5695543294169
1_87549555,1,41.5895543294169
1_87550376,1,41.6095543294169
1_87551196,1,41.6295543294169
1_87552017,1,41.6495543294169
1_87552837,1,41.6695543294169
1_87553658,1,41.6895543294169
1_87708707,1,41.7095543294169
1_87813442,1,41.7295543294169
1_87918178,1,41.7495543294169
1_88022913,1,41.7695543294169
1_88081430,1,41.7895543294169
1_88083175,1,41.8095543294169
1_88084920,1,41.8295543294169
1_88126197,1,41.8495543294169
1_88153622,1,41.8695543294169
1_88157198,1,41.8895543294169
1_88160775,1,41.9095543294169
1_88223404,1,41.9295543294169
1_88292250,1,41.9495543294169
1_88361095,1,41.9695543294169
1_88429941,1,41.9895543294169
1_88469097,1,42.0095543294169
1_88500837,1,42.0295543294169
1_88545559,1,42.0495543294169
1_88592613,1,42.0695543294169
1_88713139,1,42.0895543294169
1_88743219,1,42.1095543294169
1_88747065,1,42.1295543294169
1_88750911,1,42.1495543294169
1_88754758,1,42.1695543294169
1_88758604,1,42.1895543294169
1_88762450,1,42.2095543294169
1_88940771,1,42.2295543294169
1_89051765,1,42.2495543294169
1_89057432,1,42.2695543294169
1_89063100,1,42.2895543294169
1_89068767,1,42.3095543294169
1_89074434,1,42.3295543294169
1_89079026,1,42.3495543294169
1_89080421,1,42.3695543294169
1_89081815,1,42.3895543294169
1_89083210,1,42.4095543294169
1_89165157,1,42.4295543294169
1_89399281,1,42.4495543294169
1_89477464,1,42.4695543294169
1_89492465,1,42.4895543294169
1_89507466,1,42.5095543294169
1_89630159,1,42.5295543294169
1_89864283,1,42.5495543294169
1_89996467,1,42.5695543294169
1_89997051,1,42.5895543294169
1_89997636,1,42.6095543294169
1_89998220,1,42.6295543294169
1_89998804,1,42.6495543294169
1_89999388,1,42.6695543294169
1_90016010,1,42.6895543294169
1_90048137,1,42.7095543294169
1_90080264,1,42.7295543294169
1_90150376,1,42.7495543294169
1_90357588,1,42.7695543294169
1_90359534,1,42.7895543294169
1_90361480,1,42.8095543294169
1_90508250,1,42.8295543294169
1_90519644,1,42.8495543294169
1_90531038,1,42.8695543294169
1_90542432,1,42.8895543294169
1_90553825,1,42.9095543294169
1_90575142,1,42.9295543294169
1_90778132,1,42.9495543294169
1_90807913,1,42.9695543294169
1_90837695,1,42.9895543294169
1_90902846,1,43.0095543294169
1_90907473,1,43.0295543294169
1_90911085,1,43.0495543294169
1_90914696,1,43.0695543294169
1_90918307,1,43.0895543294169
1_90921644,1,43.1095543294169
1_90924715,1,43.1295543294169
1_90927785,1,43.1495543294169
1_90930855,1,43.1695543294169
1_90934359,1,43.1895543294169
1_90951441,1,43.2095543294169
1_90962910,1,43.2295543294169
1_90966172,1,43.2495543294169
1_90969435,1,43.2695543294169
1_90972697,1,43.2895543294169
1_90975960,1,43.3095543294169
1_90979223,1,43.3295543294169
1_90982485,1,43.3495543294169
1_91007175,1,43.3695543294169
1_91035434,1,43.3895543294169
1_91063693,1,43.4095543294169
1_91217317,1,43.4295543294169
1_91221683,1,43.4495543294169
1_91226049,1,43.4695543294169
1_91230903,1,43.4895543294169
1_91236255,1,43.5095543294169
1_91241608,1,43.5295543294169
1_91452594,1,43.5495543294169
1_91454283,1,43.5695543294169
1_91455971,1,43.5895543294169
1_91457659,1,43.6095543294169
1_91459348,1,43.6295543294169
1_91461036,1,43.6495543294169
1_91605088,1,43.6695543294169
1_91634006,1,43.6895543294169
1_91662604,1,43.7095543294169
1_91689580,1,43.7295543294169
1_91713036,1,43.7495543294169
1_91718471,1,43.7695543294169
1_91723906,1,43.7895543294169
1_91729342,1,43.8095543294169
1_91740029,1,43.8295543294169
1_91744808,1,43.8495543294169
1_91749588,1,43.8695543294169
1_91754367,1,43.8895543294169
1_91769761,1,43.9095543294169
1_91837080,1,43.9295543294169
1_91838988,1,43.9495543294169
1_91840896,1,43.9695543294169
1_91888759,1,43.9895543294169
1_91900255,1,44.0095543294169
1_91911751,1,44.0295543294169
1_92111275,1,44.0495543294169
1_92119421,1,44.0695543294169
1_92127568,1,44.0895543294169
1_92135714,1,44.1095543294169
1_92183231,1,44.1295543294169
1_92230823,1,44.1495543294169
1_92254659,1,44.1695543294169
1_92255627,1,44.1895543294169
1_92256594,1,44.2095543294169
1_92278055,1,44.2295543294169
1_92293589,1,44.2495543294169
1_92300555,1,44.2695543294169
1_92307936,1,44.2895543294169
1_92340098,1,44.3095543294169
1_92341181,1,44.3295543294169
1_92342264,1,44.3495543294169
1_92344845,1,44.3695543294169
1_92346974,1,44.3895543294169
1_92349009,1,44.4095543294169
1_92351043,1,44.4295543294169
1_92353077,1,44.4495543294169
1_92355111,1,44.4695543294169
1_92358660,1,44.4895543294169
1_92451749,1,44.5095543294169
1_92551991,1,44.5295543294169
1_92616404,1,44.5495543294169
1_92617472,1,44.5695543294169
1_92618540,1,44.5895543294169
1_92618880,1,44.6095543294169
1_92619026,1,44.6295543294169
1_92619171,1,44.6495543294169
1_92649453,1,44.6695543294169
1_92664852,1,44.6895543294169
1_92675956,1,44.7095543294169
1_92687059,1,44.7295543294169
1_92748305,1,44.7495543294169
1_92798042,1,44.7695543294169
1_92814235,1,44.7895543294169
1_92821522,1,44.8095543294169
1_92828809,1,44.8295543294169
1_92836096,1,44.8495543294169
1_92843383,1,44.8695543294169
1_92850671,1,44.8895543294169
1_92859215,1,44.9095543294169
1_92877907,1,44.9295543294169
1_92906829,1,44.9495543294169
1_92949400,1,44.9695543294169
1_92952324,1,44.9895543294169
1_92955247,1,45.0095543294169
1_92958171,1,45.0295543294169
1_92961094,1,45.0495543294169
1_92964018,1,45.0695543294169
1_92966941,1,45.0895543294169
1_92969865,1,45.1095543294169
1_92972789,1,45.1295543294169
1_92975712,1,45.1495543294169
1_92978636,1,45.1695543294169
1_92981559,1,45.1895543294169
1_92987382,1,45.2095543294169
1_92993734,1,45.2295543294169
1_93000085,1,45.2495543294169
1_93006436,1,45.2695543294169
1_93052062,1,45.2895543294169
1_93107205,1,45.3095543294169
1_93109434,1,45.3295543294169
1_93111662,1,45.3495543294169
1_93113891,1,45.3695543294169
1_93116119,1,45.3895543294169
1_93118348,1,45.4095543294169
1_93157437,1,45.4295543294169
1_93164568,1,45.4495543294169
1_93171699,1,45.4695543294169
1_93178829,1,45.4895543294169
1_93210053,1,45.5095543294169
1_93216281,1,45.5295543294169
1_93222509,1,45.5495543294169
1_93276549,1,45.5695543294169
1_93356352,1,45.5895543294169
1_93377398,1,45.6095543294169
1_93398445,1,45.6295543294169
1_93419491,1,45.6495543294169
1_93501778,1,45.6695543294169
1_93674791,1,45.6895543294169
1_93679503,1,45.7095543294169
1_93684214,1,45.7295543294169
1_93864523,1,45.7495543294169
1_94155556,1,45.7595543294169
1_94446589,1,45.7695543294169
1_94567893,1,45.7895543294169
1_94578459,1,45.8095543294169
1_94589026,1,45.8295543294169
1_94599592,1,45.8495543294169
1_94610158,1,45.8695543294169
1_94620725,1,45.8895543294169
1_94926218,1,45.9095543294169
1_94941430,1,45.9295543294169
1_94956642,1,45.9495543294169
1_94987629,1,45.9695543294169
1_95020040,1,45.9895543294169
1_95052450,1,46.0095543294169
1_95084861,1,46.0295543294169
1_95143074,1,46.0495543294169
1_95299729,1,46.0695543294169
1_95438301,1,46.0895543294169
1_95460923,1,46.1095543294169
1_95479174,1,46.1295543294169
1_95497424,1,46.1495543294169
1_95515675,1,46.1695543294169
1_95533926,1,46.1895543294169
1_95552177,1,46.2095543294169
1_95570428,1,46.2295543294169
1_95588679,1,46.2495543294169
1_95639148,1,46.2695543294169
1_95955540,1,46.2795543294169
1_96271931,1,46.2895543294169
1_96279336,1,46.3095543294169
1_96286740,1,46.3295543294169
1_96347443,1,46.3495543294169
1_96349668,1,46.3695543294169
1_96351892,1,46.3895543294169
1_96845353,1,46.4095543294169
1_96853054,1,46.4295543294169
1_96860755,1,46.4495543294169
1_96949848,1,46.4695543294169
1_97226424,1,46.4895543294169
1_97503000,1,46.5095543294169
1_97590167,1,46.5295543294169
1_97590573,1,46.5495543294169
1_97590979,1,46.5695543294169
1_97775742,1,46.5895543294169
1_97848895,1,46.6095543294169
1_97855793,1,46.6295543294169
1_97862691,1,46.6495543294169
1_97869589,1,46.6695543294169
1_97884911,1,46.6895543294169
1_97913017,1,46.7095543294169
1_98044649,1,46.7295543294169
1_98321225,1,46.7495543294169
1_98513206,1,46.7695543294169
1_98538271,1,46.7895543294169
1_98563336,1,46.8095543294169
1_98593967,1,46.8295543294169
1_98723431,1,46.8495543294169
1_98733066,1,46.8695543294169
1_98742700,1,46.8895543294169
1_98866708,1,46.9095543294169
1_99143284,1,46.9295543294169
1_99419860,1,46.9495543294169
1_99658037,1,46.9695543294169
1_99660774,1,46.9895543294169
1_99663510,1,47.0095543294169
1_99666273,1,47.0295543294169
1_99734489,1,47.0495543294169
1_99802704,1,47.0695543294169
1_99887822,1,47.0895543294169
1_100007442,1,47.1095543294169
1_100078094,1,47.1295543294169
1_100148722,1,47.1495543294169
1_100203448,1,47.1695543294169
1_100255456,1,47.1895543294169
1_100307463,1,47.2095543294169
1_100359471,1,47.2295543294169
1_100411479,1,47.2495543294169
1_100583391,1,47.2695543294169
1_101076196,1,47.2762209960836
1_101569002,1,47.2828876627503
1_102061807,1,47.2895543294169
1_102420983,1,47.2995543294169
1_102780159,1,47.3095543294169
1_102890329,1,47.3295543294169
1_103000498,1,47.3495543294169
1_103110668,1,47.3695543294169
1_103500572,1,47.3795543294169
1_103890476,1,47.3895543294169
1_103989849,1,47.4095543294169
1_104004477,1,47.4295543294169
1_104019104,1,47.4495543294169
1_104395228,1,47.4595543294169
1_104771351,1,47.4695543294169
1_104775455,1,47.4895543294169
1_104779559,1,47.5095543294169
1_104820941,1,47.5295543294169
1_104822013,1,47.5495543294169
1_104823085,1,47.5695543294169
1_105103713,1,47.5895543294169
1_105106912,1,47.6095543294169
1_105110111,1,47.6295543294169
1_105113992,1,47.6495543294169
1_105118642,1,47.6695543294169
1_105123291,1,47.6895543294169
1_105127941,1,47.7095543294169
1_105132590,1,47.7295543294169
1_105140343,1,47.7495543294169
1_105353037,1,47.7695543294169
1_105368645,1,47.7895543294169
1_105384252,1,47.8095543294169
1_105408386,1,47.8295543294169
1_105413858,1,47.8495543294169
1_105419329,1,47.8695543294169
1_105765752,1,47.8895543294169
1_105794197,1,47.9095543294169
1_105795877,1,47.9295543294169
1_105797557,1,47.9495543294169
1_105799237,1,47.9695543294169
1_105814714,1,47.9895543294169
1_105835351,1,48.0095543294169
1_105855987,1,48.0295543294169
1_105904941,1,48.0495543294169
1_106233491,1,48.0695543294169
1_106235937,1,48.0895543294169
1_106238384,1,48.1095543294169
1_106264267,1,48.1295543294169
1_106296735,1,48.1495543294169
1_106307607,1,48.1695543294169
1_106312049,1,48.1895543294169
1_106316491,1,48.2095543294169
1_106328752,1,48.2295543294169
1_106572305,1,48.2495543294169
1_106579031,1,48.2695543294169
1_106585756,1,48.2895543294169
1_106715674,1,48.3095543294169
1_106735838,1,48.3295543294169
1_106756001,1,48.3495543294169
1_107122781,1,48.3595543294169
1_107489561,1,48.3695543294169
1_107495367,1,48.3895543294169
1_107501172,1,48.4095543294169
1_107735834,1,48.4295543294169
1_107739034,1,48.4495543294169
1_107742235,1,48.4695543294169
1_107745435,1,48.4895543294169
1_107748636,1,48.5095543294169
1_107751836,1,48.5295543294169
1_107755036,1,48.5495543294169
1_107758237,1,48.5695543294169
1_107761437,1,48.5895543294169
1_108200269,1,48.6095543294169
1_108219373,1,48.6295543294169
1_108238477,1,48.6495543294169
1_108257582,1,48.6695543294169
1_108276686,1,48.6895543294169
1_108314162,1,48.7095543294169
1_108379608,1,48.7295543294169
1_108399553,1,48.7495543294169
1_108419499,1,48.7695543294169
1_108773601,1,48.7762209960836
1_109127703,1,48.7828876627503
1_109481805,1,48.7895543294169
1_109488776,1,48.8095543294169
1_109495747,1,48.8295543294169
1_109502718,1,48.8495543294169
1_109509690,1,48.8695543294169
1_109516661,1,48.8895543294169
1_109526898,1,48.9095543294169
1_109538194,1,48.9295543294169
1_109546692,1,48.9495543294169
1_109555191,1,48.9695543294169
1_109567353,1,48.9895543294169
1_109580272,1,49.0095543294169
1_109595684,1,49.0295543294169
1_110029649,1,49.0328876627503
1_110463614,1,49.0362209960836
1_110897580,1,49.0395543294169
1_111331545,1,49.0428876627503
1_111765510,1,49.0462209960836
1_112199475,1,49.0495543294169
1_112253474,1,49.0695543294169
1_112307472,1,49.0895543294169
1_112361471,1,49.1095543294169
1_112527468,1,49.1295543294169
1_112751741,1,49.1495543294169
1_113058952,1,49.1595543294169
1_113366163,1,49.1695543294169
1_113420183,1,49.1895543294169
1_113474202,1,49.2095543294169
1_113729224,1,49.2195543294169
1_113984247,1,49.2295543294169
1_113988478,1,49.2495543294169
1_113992709,1,49.2695543294169
1_114258680,1,49.2895543294169
1_114514227,1,49.3095543294169
1_114515728,1,49.3295543294169
1_114517229,1,49.3495543294169
1_114583523,1,49.3695543294169
1_114912933,1,49.3895543294169
1_115291455,1,49.4095543294169
1_115309597,1,49.4295543294169
1_115327740,1,49.4495543294169
1_115465349,1,49.4695543294169
1_115497778,1,49.4895543294169
1_115518123,1,49.5095543294169
1_115529810,1,49.5295543294169
1_115544878,1,49.5495543294169
1_115563150,1,49.5695543294169
1_115932152,1,49.5895543294169
1_115932238,1,49.6095543294169
1_115932325,1,49.6295543294169
1_115932412,1,49.6495543294169
1_115932498,1,49.6695543294169
1_115932824,1,49.6895543294169
1_115936530,1,49.7095543294169
1_115942034,1,49.7295543294169
1_115947537,1,49.7495543294169
1_116349427,1,49.7595543294169
1_116751318,1,49.7695543294169
1_117059599,1,49.7795543294169
1_117367881,1,49.7895543294169
1_117377462,1,49.8095543294169
1_117387043,1,49.8295543294169
1_117784609,1,49.8495543294169
1_118191066,1,49.8595543294169
1_118597522,1,49.8695543294169
1_118597666,1,49.8895543294169
1_118597810,1,49.9095543294169
1_118817899,1,49.9295543294169
1_118856248,1,49.9495543294169
1_118859810,1,49.9695543294169
1_118863372,1,49.9895543294169
1_118976665,1,50.0095543294169
1_118976975,1,50.0295543294169
1_118977284,1,50.0495543294169
1_118980015,1,50.0695543294169
1_118982437,1,50.0895543294169
1_118984860,1,50.1095543294169
1_118986730,1,50.1295543294169
1_118988015,1,50.1495543294169
1_118989299,1,50.1695543294169
1_118990631,1,50.1895543294169
1_118992527,1,50.2095543294169
1_118994422,1,50.2295543294169
1_118998159,1,50.2495543294169
1_119013806,1,50.2695543294169
1_119029453,1,50.2895543294169
1_119274070,1,50.3095543294169
1_119275921,1,50.3295543294169
1_119277698,1,50.3495543294169
1_119281944,1,50.3695543294169
1_119293449,1,50.3895543294169
1_119304954,1,50.4095543294169
1_119435251,1,50.4295543294169
1_119521894,1,50.4495543294169
1_119608537,1,50.4695543294169
1_119855577,1,50.4895543294169
1_119869501,1,50.5095543294169
1_119875720,1,50.5295543294169
1_119881940,1,50.5495543294169
1_119888160,1,50.5695543294169
1_119894380,1,50.5895543294169
1_119899402,1,50.6095543294169
1_119903729,1,50.6295543294169
1_119908056,1,50.6495543294169
1_120278196,1,50.6695543294169
1_120280155,1,50.6895543294169
1_120282115,1,50.7095543294169
1_120395831,1,50.7295543294169
1_120396469,1,50.7495543294169
1_120397107,1,50.7695543294169
1_120397745,1,50.7895543294169
1_120398553,1,50.8095543294169
1_120400545,1,50.8295543294169
1_120691110,1,50.8495543294169
1_120692197,1,50.8695543294169
1_120692388,1,50.8895543294169
1_120692556,1,50.9095543294169
1_120692723,1,50.9295543294169
1_120693269,1,50.9495543294169
1_120779062,1,50.9695543294169
1_120781847,1,50.9895543294169
1_120784632,1,51.0095543294169
1_120863290,1,51.0295543294169
1_120866863,1,51.0495543294169
1_120870436,1,51.0695543294169
1_121017417,1,51.0895543294169
1_121019242,1,51.1095543294169
1_121021067,1,51.1295543294169
1_121022892,1,51.1495543294169
1_121024717,1,51.1695543294169
1_121026542,1,51.1895543294169
1_121061110,1,51.2095543294169
1_121064154,1,51.2295543294169
1_121067199,1,51.2495543294169
1_121070243,1,51.2695543294169
1_121146497,1,51.2895543294169
1_121153993,1,51.3095543294169
1_121161489,1,51.3295543294169
1_121168408,1,51.3495543294169
1_121173162,1,51.3695543294169
1_121177916,1,51.3895543294169
1_121192114,1,51.4095543294169
1_121317748,1,51.4295543294169
1_121328228,1,51.4495543294169
1_121330596,1,51.4695543294169
1_121332964,1,51.4895543294169
1_121397520,1,51.5095543294169
1_121399573,1,51.5295543294169
1_121401626,1,51.5495543294169
1_121661504,1,51.5695543294169
1_121689171,1,51.5895543294169
1_121716839,1,51.6095543294169
1_122046370,1,51.6295543294169
1_122050421,1,51.6495543294169
1_122054472,1,51.6695543294169
1_122125682,1,51.6895543294169
1_122132978,1,51.7095543294169
1_122140274,1,51.7295543294169
1_122151084,1,51.7495543294169
1_122169225,1,51.7695543294169
1_122187366,1,51.7895543294169
1_122235830,1,51.8095543294169
1_122258342,1,51.8295543294169
1_122280854,1,51.8495543294169
1_122328968,1,51.8695543294169
1_122351636,1,51.8895543294169
1_122374305,1,51.9095543294169
1_122395882,1,51.9295543294169
1_122402867,1,51.9495543294169
1_122409852,1,51.9695543294169
1_122477365,1,51.9895543294169
1_122484784,1,52.0095543294169
1_122485546,1,52.0295543294169
1_122486309,1,52.0495543294169
1_122490498,1,52.0695543294169
1_122502864,1,52.0895543294169
1_122513617,1,52.1095543294169
1_122523225,1,52.1295543294169
1_122532311,1,52.1495543294169
1_122541397,1,52.1695543294169
1_122567386,1,52.1895543294169
1_122623222,1,52.2095543294169
1_123037275,1,52.2195543294169
1_123451328,1,52.2295543294169
1_123452924,1,52.2495543294169
1_123454520,1,52.2695543294169
1_123456116,1,52.2895543294169
1_123461209,1,52.3095543294169
1_123469732,1,52.3295543294169
1_123724514,1,52.3395543294169
1_123979295,1,52.3495543294169
1_123997604,1,52.3695543294169
1_124015913,1,52.3895543294169
1_124115324,1,52.4095543294169
1_124177104,1,52.4295543294169
1_124238885,1,52.4495543294169
1_124611370,1,52.4695543294169
1_124692513,1,52.4895543294169
1_124696776,1,52.5095543294169
1_124700767,1,52.5295543294169
1_124704757,1,52.5495543294169
1_124708748,1,52.5695543294169
1_124712739,1,52.5895543294169
1_124716730,1,52.6095543294169
1_124742805,1,52.6295543294169
1_124761482,1,52.6495543294169
1_124770380,1,52.6695543294169
1_124779278,1,52.6895543294169
1_124788176,1,52.7095543294169
1_124804238,1,52.7295543294169
1_124992065,1,52.7495543294169
1_125320473,1,52.7695543294169
1_125363428,1,52.7895543294169
1_125374466,1,52.8095543294169
1_125381730,1,52.8295543294169
1_125388994,1,52.8495543294169
1_125405787,1,52.8695543294169
1_125757270,1,52.8895543294169
1_125762890,1,52.9095543294169
1_125768510,1,52.9295543294169
1_126090973,1,52.9495543294169
1_126095888,1,52.9695543294169
1_126099674,1,52.9895543294169
1_126100952,1,53.0095543294169
1_126102230,1,53.0295543294169
1_126103509,1,53.0495543294169
1_126157810,1,53.0695543294169
1_126199983,1,53.0895543294169
1_126242156,1,53.1095543294169
1_126397264,1,53.1295543294169
1_126448455,1,53.1495543294169
1_126492682,1,53.1695543294169
1_126507250,1,53.1895543294169
1_126521819,1,53.2095543294169
1_126536388,1,53.2295543294169
1_126550957,1,53.2495543294169
1_126661256,1,53.2695543294169
1_126662217,1,53.2895543294169
1_126663178,1,53.3095543294169
1_126720306,1,53.3295543294169
1_126724611,1,53.3495543294169
1_126728917,1,53.3695543294169
1_126929422,1,53.3895543294169
1_126938367,1,53.4095543294169
1_126947311,1,53.4295543294169
1_127038745,1,53.4495543294169
1_127043874,1,53.4695543294169
1_127049003,1,53.4895543294169
1_127121607,1,53.5095543294169
1_127142120,1,53.5295543294169
1_127162634,1,53.5495543294169
1_127373960,1,53.5695543294169
1_127375062,1,53.5895543294169
1_127376164,1,53.6095543294169
1_127384859,1,53.6295543294169
1_127433890,1,53.6495543294169
1_127482922,1,53.6695543294169
1_127531953,1,53.6895543294169
1_127671062,1,53.7095543294169
1_127679470,1,53.7295543294169
1_127687878,1,53.7495543294169
1_127864215,1,53.7695543294169
1_128295042,1,53.7895543294169
1_128506168,1,53.8095543294169
1_128513228,1,53.8295543294169
1_128520288,1,53.8495543294169
1_128840159,1,53.8695543294169
1_128857776,1,53.8895543294169
1_128875393,1,53.9095543294169
1_128893010,1,53.9295543294169
1_128910627,1,53.9495543294169
1_128936289,1,53.9695543294169
1_128940472,1,53.9895543294169
1_128944655,1,54.0095543294169
1_128957357,1,54.0295543294169
1_129260566,1,54.0495543294169
1_129267313,1,54.0695543294169
1_129274061,1,54.0895543294169
1_129583868,1,54.1095543294169
1_129589641,1,54.1295543294169
1_129595415,1,54.1495543294169
1_129753531,1,54.1695543294169
1_129833768,1,54.1895543294169
1_129834069,1,54.2095543294169
1_129834371,1,54.2295543294169
1_129881631,1,54.2495543294169
1_129895638,1,54.2695543294169
1_129909644,1,54.2895543294169
1_130103063,1,54.3095543294169
1_130164080,1,54.3295543294169
1_130175060,1,54.3495543294169
1_130186040,1,54.3695543294169
1_130197019,1,54.3895543294169
1_130207999,1,54.4095543294169
1_130218979,1,54.4295543294169
1_130229959,1,54.4495543294169
1_130280053,1,54.4695543294169
1_130282662,1,54.4895543294169
1_130285271,1,54.5095543294169
1_130287881,1,54.5295543294169
1_130290490,1,54.5495543294169
1_130293099,1,54.5695543294169
1_130295708,1,54.5895543294169
1_130386262,1,54.6095543294169
1_130661658,1,54.6295543294169
1_130695079,1,54.6495543294169
1_130711212,1,54.6695543294169
1_130727344,1,54.6895543294169
1_130884612,1,54.7095543294169
1_130890686,1,54.7295543294169
1_130896760,1,54.7495543294169
1_130902834,1,54.7695543294169
1_130908908,1,54.7895543294169
1_130914982,1,54.8095543294169
1_131239464,1,54.8195543294169
1_131563947,1,54.8295543294169
1_131564622,1,54.8495543294169
1_131565298,1,54.8695543294169
1_131822595,1,54.8895543294169
1_131825647,1,54.9095543294169
1_131828699,1,54.9295543294169
1_131831751,1,54.9495543294169
1_131834802,1,54.9695543294169
1_131837854,1,54.9895543294169
1_131981784,1,55.0095543294169
1_131984408,1,55.0295543294169
1_131987033,1,55.0495543294169
1_132199611,1,55.0695543294169
1_132199888,1,55.0895543294169
1_132200165,1,55.1095543294169
1_132353200,1,55.1295543294169
1_132358438,1,55.1495543294169
1_132363677,1,55.1695543294169
1_132368916,1,55.1895543294169
1_132374155,1,55.2095543294169
1_132379394,1,55.2295543294169
1_132453455,1,55.2495543294169
1_132460753,1,55.2695543294169
1_132468050,1,55.2895543294169
1_132544655,1,55.3095543294169
1_132552449,1,55.3295543294169
1_132560242,1,55.3495543294169
1_132780436,1,55.3695543294169
1_132790577,1,55.3895543294169
1_132800718,1,55.4095543294169
1_133150970,1,55.4295543294169
1_133158991,1,55.4495543294169
1_133160969,1,55.4695543294169
1_133162947,1,55.4895543294169
1_133244101,1,55.5095543294169
1_133338542,1,55.5295543294169
1_133408619,1,55.5495543294169
1_133421632,1,55.5695543294169
1_133434645,1,55.5895543294169
1_133464990,1,55.6095543294169
1_133469090,1,55.6295543294169
1_133473190,1,55.6495543294169
1_133482082,1,55.6695543294169
1_133486788,1,55.6895543294169
1_133491494,1,55.7095543294169
1_133765712,1,55.7195543294169
1_134039931,1,55.7295543294169
1_134044354,1,55.7495543294169
1_134048778,1,55.7695543294169
1_134053201,1,55.7895543294169
1_134057624,1,55.8095543294169
1_134062047,1,55.8295543294169
1_134066470,1,55.8495543294169
1_134070893,1,55.8695543294169
1_134077979,1,55.8895543294169
1_134085403,1,55.9095543294169
1_134107827,1,55.9295543294169
1_134142972,1,55.9495543294169
